"","activity","subject","V2","variable","V1"
"736",2,11,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.513703461481481
"737",2,11,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.381223382777778
"738",2,11,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.822428718888889
"739",2,12,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0889035694941177
"740",2,12,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0889035694941177
"741",2,12,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.317477591411765
"742",2,12,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.149665397778431
"743",2,12,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.449684623411765
"744",2,12,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.22393541652549
"745",2,12,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.296277504731373
"746",2,12,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.327329718803922
"747",2,12,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.51145320377451
"748",2,12,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.207853136352941
"749",2,12,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.207853136352941
"750",2,12,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.301373641411765
"751",2,12,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.256434387372549
"752",2,12,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.495614530529412
"753",2,12,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.323840819784314
"754",2,12,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.313941443373333
"755",2,12,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.341173952466667
"756",2,12,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.511171625294118
"757",2,13,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0521778606065217
"758",2,13,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0521778606065217
"759",2,13,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.301366990434783
"760",2,13,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.0597956750217391
"761",2,13,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.511373604347826
"762",2,13,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.231733765673913
"763",2,13,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.286394892302174
"764",2,13,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.342358255804348
"765",2,13,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.553471424130435
"766",2,13,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.264608772543478
"767",2,13,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.264608772543478
"768",2,13,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.340318062282609
"769",2,13,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.239628089695652
"770",2,13,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.573784362173913
"771",2,13,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.401964545217391
"772",2,13,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.42443606676087
"773",2,13,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.302787446076087
"774",2,13,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.634016567391304
"775",2,14,"WALKING_UPSTAIRS","tBodyAccMag-mean()",0.140108204051852
"776",2,14,"WALKING_UPSTAIRS","tGravityAccMag-mean()",0.140108204051852
"777",2,14,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.28366383592037
"778",2,14,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",0.365779419444444
"779",2,14,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.399921949557407
"780",2,14,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.0759851813333333
"781",2,14,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.288744334092593
"782",2,14,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",0.0488588668185185
"783",2,14,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.457250612407407
"784",2,14,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.0197686685018519
"785",2,14,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.0197686685018519
"786",2,14,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.337086266574074
"787",2,14,"WALKING_UPSTAIRS","tBodyGyroMag-std()",0.299975979851852
"788",2,14,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.485819293703704
"789",2,14,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.143253889222222
"790",2,14,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.409847649281481
"791",2,14,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",0.236659662496296
"792",2,14,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.564964076388889
"793",2,15,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.000971394711666667
"794",2,15,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.000971394711666667
"795",2,15,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.316050382083333
"796",2,15,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.201217274
"797",2,15,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.663637117708333
"798",2,15,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.165242147958333
"799",2,15,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.261956679958333
"800",2,15,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.45369356625
"801",2,15,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.731422357916667
"802",2,15,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.136552217494583
"803",2,15,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.136552217494583
"804",2,15,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.313363553125
"805",2,15,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.288429008639583
"806",2,15,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.748954848541667
"807",2,15,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.255659340833333
"808",2,15,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.391313399375
"809",2,15,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.308585869854167
"810",2,15,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.793104483333333
"811",2,16,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.233990331568627
"812",2,16,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.233990331568627
"813",2,16,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.48321905
"814",2,16,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.308260568039216
"815",2,16,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.737705162156863
"816",2,16,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.370649738235294
"817",2,16,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.475597717843137
"818",2,16,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.630546675490196
"819",2,16,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.787833632352941
"820",2,16,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.334795080196078
"821",2,16,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.334795080196078
"822",2,16,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.493067129607843
"823",2,16,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.518189646470588
"824",2,16,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.797293228431373
"825",2,16,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.418924256078431
"826",2,16,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.51993124
"827",2,16,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.532486721568627
"828",2,16,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.825314327058824
"829",2,17,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0128062276916667
"830",2,17,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0128062276916667
"831",2,17,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.357233897916667
"832",2,17,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.235191249091667
"833",2,17,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.637367490625
"834",2,17,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.150305643291667
"835",2,17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.360299853125
"836",2,17,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.504066956875
"837",2,17,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.669008763541667
"838",2,17,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.1028777303875
"839",2,17,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.1028777303875
"840",2,17,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.390912450416667
"841",2,17,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.440837260125
"842",2,17,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.68231162875
"843",2,17,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.217393170604167
"844",2,17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.437383107916667
"845",2,17,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.496444579791667
"846",2,17,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.7241557425
"847",2,18,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0417073603939394
"848",2,18,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0417073603939394
"849",2,18,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.388190963516667
"850",2,18,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.122362264575758
"851",2,18,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.658261824090909
"852",2,18,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.273184326516667
"853",2,18,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.369016959393939
"854",2,18,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.486073378636364
"855",2,18,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.705001291212121
"856",2,18,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.269364574939394
"857",2,18,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.269364574939394
"858",2,18,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.41220774280303
"859",2,18,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.32914570819697
"860",2,18,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.717021224090909
"861",2,18,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.384147389545455
"862",2,18,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.479965975454545
"863",2,18,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.347671735954545
"864",2,18,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.754758728939394
"865",2,19,"WALKING_UPSTAIRS","tBodyAccMag-mean()",0.01738119347275
"866",2,19,"WALKING_UPSTAIRS","tGravityAccMag-mean()",0.01738119347275
"867",2,19,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.114189605875
"868",2,19,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.06161577145
"869",2,19,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.372790526575
"870",2,19,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.07962876322
"871",2,19,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.187391317015
"872",2,19,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.28884026785
"873",2,19,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.4771839145
"874",2,19,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.177666828025
"875",2,19,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.177666828025
"876",2,19,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.284060693125
"877",2,19,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.26440144275
"878",2,19,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.50740029025
"879",2,19,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.368253499
"880",2,19,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.43467125
"881",2,19,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.3771327525
"882",2,19,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.58828966075
"883",2,20,"WALKING_UPSTAIRS","tBodyAccMag-mean()",0.0987488380451613
"884",2,20,"WALKING_UPSTAIRS","tGravityAccMag-mean()",0.0987488380451613
"885",2,20,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.31763780918871
"886",2,20,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",0.282176198064516
"887",2,20,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.448621823646774
"888",2,20,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.113492925677419
"889",2,20,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.3151457155
"890",2,20,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.026545548416129
"891",2,20,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.502436396935484
"892",2,20,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.0565634741790323
"893",2,20,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.0565634741790323
"894",2,20,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.357590432016129
"895",2,20,"WALKING_UPSTAIRS","tBodyGyroMag-std()",0.220649739064516
"896",2,20,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.527786163870968
"897",2,20,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.17395715416129
"898",2,20,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.421715478729032
"899",2,20,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",0.166962391206452
"900",2,20,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.599120375241936
"901",2,21,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0810453188106383
"902",2,21,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0810453188106383
"903",2,21,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.355047693617021
"904",2,21,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.168982721146809
"905",2,21,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.577935642978723
"906",2,21,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.257894449148936
"907",2,21,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.355443706553191
"908",2,21,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.475369886808511
"909",2,21,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.628915748723404
"910",2,21,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.278474283829787
"911",2,21,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.278474283829787
"912",2,21,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.404183875893617
"913",2,21,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.420236002514894
"914",2,21,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.647723419148936
"915",2,21,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.403357611702128
"916",2,21,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.47772185
"917",2,21,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.483407096425532
"918",2,21,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.700980410425532
"919",2,22,"WALKING_UPSTAIRS","tBodyAccMag-mean()",0.210282608333333
"920",2,22,"WALKING_UPSTAIRS","tGravityAccMag-mean()",0.210282608333333
"921",2,22,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.0957840344357143
"922",2,22,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.1280319236
"923",2,22,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.568111869047619
"924",2,22,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.0866905123880952
"925",2,22,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.0458020362119048
"926",2,22,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.369902
"927",2,22,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.667996003333333
"928",2,22,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.158757474833333
"929",2,22,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.158757474833333
"930",2,22,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.0876501605595238
"931",2,22,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.2025581772
"932",2,22,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.675633024285714
"933",2,22,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.334126221428571
"934",2,22,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.151299835619048
"935",2,22,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.234023031571429
"936",2,22,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.70987053452381
"937",2,23,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.0117536873784314
"938",2,23,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.0117536873784314
"939",2,23,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.311143885098039
"940",2,23,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.156527148792745
"941",2,23,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.504367150588235
"942",2,23,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.231382662235294
"943",2,23,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.302968064764706
"944",2,23,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.380388292223529
"945",2,23,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.51871565
"946",2,23,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.271893714117647
"947",2,23,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.271893714117647
"948",2,23,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.362708849411765
"949",2,23,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.366732989313725
"950",2,23,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.551275188627451
"951",2,23,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.410047643333333
"952",2,23,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.454324844901961
"953",2,23,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.470491576431373
"954",2,23,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.632659461568627
"955",2,24,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.000971394711666667
"956",2,24,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.000971394711666667
"957",2,24,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.316050382083333
"958",2,24,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.201217274
"959",2,24,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.663637117708333
"960",2,24,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.165242147958333
"961",2,24,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.261956679958333
"962",2,24,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.45369356625
"963",2,24,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.731422357916667
"964",2,24,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.136552217494583
"965",2,24,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.136552217494583
"966",2,24,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.313363553125
"967",2,24,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.288429008639583
"968",2,24,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.748954848541667
"969",2,24,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.255659340833333
"970",2,24,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.391313399375
"971",2,24,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.308585869854167
"972",2,24,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.793104483333333
"973",2,25,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.305772199076923
"974",2,25,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.305772199076923
"975",2,25,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.679160843538462
"976",2,25,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.3186346998
"977",2,25,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.777106026615385
"978",2,25,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.527907561538462
"979",2,25,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.654795110615385
"980",2,25,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.567153469846154
"981",2,25,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.822403906
"982",2,25,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.480006649846154
"983",2,25,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.480006649846154
"984",2,25,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.674513059846154
"985",2,25,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.387754116158462
"986",2,25,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.824883302769231
"987",2,25,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.536120293230769
"988",2,25,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.703433692615385
"989",2,25,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.386612992876923
"990",2,25,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.841061012153846
"991",2,26,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.142874499381818
"992",2,26,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.142874499381818
"993",2,26,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.404463896363636
"994",2,26,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.344427047636364
"995",2,26,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.648099850181818
"996",2,26,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.167566383372727
"997",2,26,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.294970470909091
"998",2,26,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.556084778181818
"999",2,26,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.673580662727273
"1000",2,26,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.1507071068
"1001",2,26,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.1507071068
"1002",2,26,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.334531344727273
"1003",2,26,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.514032410181818
"1004",2,26,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.661829656545455
"1005",2,26,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.274226227272727
"1006",2,26,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.393715352181818
"1007",2,26,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.569632
"1008",2,26,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.669846294545455
"1009",2,27,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.160589355980392
"1010",2,27,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.160589355980392
"1011",2,27,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.479067422156863
"1012",2,27,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.286145719598039
"1013",2,27,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.699895090784314
"1014",2,27,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.393928937058824
"1015",2,27,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.460770277843137
"1016",2,27,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.607667730196078
"1017",2,27,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.71917980372549
"1018",2,27,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.37994878627451
"1019",2,27,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.37994878627451
"1020",2,27,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.464610567058824
"1021",2,27,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.501775426447059
"1022",2,27,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.724671165490196
"1023",2,27,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.468707734509804
"1024",2,27,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.473011558823529
"1025",2,27,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.523335975411765
"1026",2,27,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.751714312941177
"1027",2,28,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.186240503960784
"1028",2,28,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.186240503960784
"1029",2,28,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.388086248235294
"1030",2,28,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.263415282690196
"1031",2,28,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.620279797647059
"1032",2,28,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.213519364760784
"1033",2,28,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.294433415745098
"1034",2,28,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.534835409607843
"1035",2,28,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.662505819411765
"1036",2,28,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.211928666470588
"1037",2,28,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.211928666470588
